user_id,country,acquisition_channel,device,signup_at,kyc_started_at,kyc_completed_at,first_transaction_at
20520,UK,partnership,iOS,2025-01-14 02:15:00,2025-01-14 04:33:00,2025-01-14 10:40:00,2025-01-16 21:25:00
20521,France,paid_social,Android,2025-04-28 00:36:00,2025-04-28 03:49:00,2025-04-28 14:48:00,
20522,UK,organic,Web,2025-04-17 19:20:00,2025-04-17 20:22:00,,
20523,Italy,paid_search,iOS,2025-03-22 21:12:00,2025-03-22 22:35:00,2025-03-23 02:39:00,2025-03-26 08:22:00
20524,Italy,paid_social,Web,2024-01-18 23:45:00,2024-01-19 01:40:00,2024-01-19 08:02:00,2024-01-20 07:01:00
20525,Germany,partnership,Web,2024-03-10 20:57:00,2024-03-10 21:14:00,2024-03-11 01:02:00,
20526,UK,paid_search,Web,2024-11-04 21:35:00,2024-11-05 01:20:00,,
20527,UK,paid_search,iOS,2024-11-12 22:19:00,2024-11-12 23:44:00,2024-11-13 01:09:00,2024-11-15 22:26:00
20528,UK,partnership,iOS,2025-02-10 09:13:00,,,
20529,Spain,referral,Web,2024-10-23 19:53:00,2024-10-23 21:14:00,2024-10-23 23:25:00,2024-10-24 17:11:00
20530,Italy,organic,Web,2025-07-04 11:22:00,2025-07-04 12:54:00,,
20531,France,paid_social,Web,2024-03-18 06:51:00,2024-03-18 10:07:00,,
20532,Spain,organic,Android,2024-10-04 17:41:00,2024-10-04 18:38:00,2024-10-05 01:28:00,
20533,France,paid_search,Android,2025-02-01 09:13:00,2025-02-01 13:08:00,,
20534,France,organic,Web,2025-06-15 01:52:00,2025-06-15 02:29:00,2025-06-15 05:30:00,2025-06-21 08:40:00
20535,UK,paid_social,iOS,2025-02-02 16:42:00,2025-02-02 20:34:00,2025-02-03 00:20:00,2025-02-08 20:47:00
20536,Germany,paid_search,iOS,2024-04-13 17:35:00,2024-04-13 18:40:00,2024-04-13 21:55:00,
20537,UK,partnership,Android,2025-02-17 02:09:00,2025-02-17 02:28:00,2025-02-17 03:46:00,2025-02-19 10:10:00
20538,Italy,referral,Android,2025-06-12 08:35:00,2025-06-12 11:27:00,2025-06-12 14:51:00,2025-06-14 20:11:00
20539,Spain,referral,Android,2024-08-19 09:42:00,2024-08-19 11:01:00,2024-08-19 13:47:00,2024-08-23 17:48:00
20540,Spain,paid_search,iOS,2024-08-18 08:19:00,2024-08-18 11:41:00,2024-08-18 19:17:00,2024-08-22 21:56:00
20541,France,referral,Android,2024-04-07 19:09:00,2024-04-07 22:28:00,2024-04-08 08:49:00,2024-04-15 06:57:00
20542,France,paid_search,Web,2024-02-29 16:35:00,2024-02-29 19:43:00,,
20543,UK,organic,Web,2024-02-25 16:16:00,2024-02-25 19:45:00,2024-02-26 02:49:00,
20544,UK,partnership,Android,2024-06-03 22:15:00,2024-06-04 00:34:00,2024-06-04 03:16:00,2024-06-06 16:44:00
20545,France,paid_search,Android,2025-03-05 08:01:00,2025-03-05 08:25:00,2025-03-05 17:31:00,
20546,Germany,partnership,iOS,2025-03-23 03:03:00,2025-03-23 03:49:00,2025-03-23 13:38:00,2025-03-25 06:03:00
20547,Spain,paid_social,iOS,2025-06-19 21:07:00,2025-06-19 23:12:00,2025-06-20 03:52:00,2025-06-20 16:03:00
20548,Germany,partnership,Android,2025-05-01 20:22:00,2025-05-02 00:17:00,2025-05-02 01:14:00,2025-05-05 18:13:00
20549,Italy,paid_social,Web,2024-03-16 03:59:00,2024-03-16 06:19:00,2024-03-16 14:50:00,2024-03-17 12:35:00
20550,France,referral,iOS,2025-01-11 05:20:00,2025-01-11 06:51:00,2025-01-11 15:18:00,
20551,UK,partnership,iOS,2025-03-15 23:21:00,2025-03-16 00:20:00,2025-03-16 05:17:00,2025-03-18 08:49:00
20552,France,partnership,Web,2024-04-24 14:01:00,2024-04-24 16:51:00,2024-04-24 23:28:00,2024-04-30 10:42:00
20553,Germany,partnership,iOS,2024-12-14 19:30:00,2024-12-14 21:16:00,2024-12-14 22:10:00,2024-12-21 16:25:00
20554,Germany,partnership,iOS,2024-04-27 07:56:00,,,
20555,UK,paid_search,Android,2024-04-16 22:39:00,,,
20556,Spain,partnership,Web,2025-01-11 04:57:00,2025-01-11 08:42:00,2025-01-11 13:42:00,
20557,Spain,partnership,Android,2024-06-06 17:14:00,2024-06-06 17:58:00,2024-06-07 01:08:00,2024-06-13 16:44:00
20558,Italy,partnership,Android,2024-05-12 10:39:00,2024-05-12 13:35:00,2024-05-13 00:21:00,2024-05-15 15:36:00
20559,Spain,paid_search,iOS,2024-10-02 09:43:00,2024-10-02 11:57:00,,
20560,Spain,paid_search,Web,2025-01-02 06:19:00,2025-01-02 08:21:00,,
20561,UK,partnership,Web,2025-03-12 18:30:00,2025-03-12 18:54:00,2025-03-12 21:17:00,
20562,UK,referral,Web,2025-01-27 16:42:00,2025-01-27 20:26:00,2025-01-28 05:38:00,2025-02-02 17:47:00
20563,France,partnership,Web,2024-10-04 14:35:00,,,
20564,Italy,organic,Android,2025-05-22 07:50:00,2025-05-22 09:53:00,2025-05-22 13:00:00,2025-05-28 17:58:00
20565,France,paid_search,iOS,2024-10-24 13:37:00,2024-10-24 17:00:00,2024-10-25 02:55:00,2024-10-29 09:49:00
20566,Germany,paid_social,Android,2025-04-21 15:01:00,2025-04-21 15:41:00,2025-04-21 20:10:00,2025-04-27 23:03:00
20567,Italy,paid_social,Web,2024-11-04 10:16:00,2024-11-04 13:11:00,2024-11-04 18:54:00,2024-11-11 03:39:00
20568,Germany,paid_social,Web,2024-12-17 07:44:00,2024-12-17 08:49:00,,
20569,France,referral,Web,2025-02-24 15:11:00,2025-02-24 18:53:00,2025-02-25 01:12:00,
20570,UK,paid_search,Web,2024-04-27 19:34:00,2024-04-27 21:01:00,,
20571,UK,paid_search,Android,2025-03-23 02:52:00,,,
20572,UK,paid_search,Android,2024-01-04 20:27:00,,,
20573,UK,organic,Android,2024-11-13 00:46:00,2024-11-13 01:07:00,2024-11-13 07:50:00,
20574,Italy,partnership,Android,2024-10-18 17:46:00,2024-10-18 20:19:00,2024-10-19 01:54:00,2024-10-21 09:28:00
20575,Italy,paid_social,iOS,2025-04-23 07:53:00,2025-04-23 10:27:00,2025-04-23 17:31:00,2025-04-24 03:51:00
20576,Germany,organic,iOS,2024-09-18 22:54:00,2024-09-19 00:05:00,2024-09-19 06:16:00,2024-09-23 21:28:00
20577,Germany,partnership,iOS,2025-03-02 18:29:00,2025-03-02 18:47:00,,
20578,France,partnership,Web,2025-02-04 04:49:00,2025-02-04 08:18:00,2025-02-04 14:03:00,
20579,UK,paid_social,iOS,2025-02-22 15:13:00,2025-02-22 15:41:00,2025-02-23 00:26:00,2025-02-24 08:53:00
20580,France,partnership,Web,2025-01-08 18:20:00,2025-01-08 20:14:00,,
20581,Spain,paid_search,Android,2025-02-14 02:05:00,,,
20582,Spain,partnership,iOS,2024-11-30 02:57:00,2024-11-30 04:04:00,2024-11-30 07:59:00,2024-12-02 23:16:00
20583,Spain,paid_social,Web,2024-08-17 21:47:00,2024-08-18 00:47:00,,
20584,France,organic,Android,2024-06-29 18:36:00,2024-06-29 22:07:00,2024-06-30 08:49:00,2024-07-04 09:51:00
20585,Italy,paid_social,iOS,2024-06-08 03:43:00,,,
20586,Germany,referral,Web,2025-05-12 10:09:00,2025-05-12 13:18:00,2025-05-12 17:59:00,2025-05-15 01:51:00
20587,Italy,paid_social,iOS,2024-06-30 19:44:00,2024-06-30 20:15:00,,
20588,Spain,partnership,iOS,2025-05-07 02:40:00,2025-05-07 04:59:00,,
20589,France,partnership,Android,2024-12-17 04:39:00,2024-12-17 08:25:00,,
20590,Spain,paid_search,Web,2024-07-19 01:18:00,2024-07-19 02:15:00,,
20591,UK,partnership,Android,2024-04-03 09:15:00,2024-04-03 11:34:00,2024-04-03 17:39:00,2024-04-05 17:52:00
20592,UK,partnership,Android,2024-11-28 22:04:00,2024-11-28 22:07:00,2024-11-29 01:52:00,2024-11-30 05:52:00
20593,France,partnership,Android,2024-08-24 23:24:00,2024-08-25 00:32:00,2024-08-25 11:40:00,2024-08-27 14:23:00
20594,Spain,paid_search,Android,2024-12-29 04:38:00,2024-12-29 06:14:00,2024-12-29 13:14:00,2024-12-31 14:51:00
20595,Germany,partnership,Web,2025-02-20 02:06:00,2025-02-20 02:32:00,2025-02-20 06:43:00,2025-02-24 15:13:00
20596,Germany,paid_search,Android,2024-05-22 18:27:00,2024-05-22 19:13:00,2024-05-22 21:40:00,
20597,Italy,partnership,Web,2025-04-04 05:26:00,2025-04-04 07:31:00,2025-04-04 20:01:00,2025-04-05 23:32:00
20598,Germany,organic,iOS,2025-05-17 20:07:00,2025-05-17 22:09:00,,
20599,Spain,paid_social,Android,2024-03-11 02:59:00,2024-03-11 05:23:00,2024-03-11 09:56:00,2024-03-16 02:52:00
20600,France,partnership,iOS,2024-03-29 06:46:00,2024-03-29 09:33:00,2024-03-29 14:13:00,2024-04-04 10:06:00
20601,Spain,organic,Android,2024-12-20 23:34:00,2024-12-21 01:33:00,2024-12-21 04:11:00,
20602,France,referral,Web,2025-04-11 10:57:00,2025-04-11 12:41:00,,
20603,UK,paid_search,Android,2024-02-21 22:49:00,2024-02-22 00:11:00,2024-02-22 04:54:00,2024-02-26 17:23:00
20604,Spain,paid_social,Web,2024-07-16 12:24:00,2024-07-16 14:20:00,2024-07-16 17:38:00,
20605,Germany,paid_social,Web,2024-04-01 01:13:00,2024-04-01 01:34:00,2024-04-01 08:30:00,2024-04-02 02:25:00
20606,Italy,organic,iOS,2024-12-10 13:31:00,2024-12-10 15:46:00,2024-12-10 18:07:00,2024-12-12 13:01:00
20607,Spain,paid_social,iOS,2024-03-02 09:26:00,2024-03-02 10:39:00,2024-03-02 12:58:00,2024-03-04 12:03:00
20608,UK,paid_social,Android,2024-01-21 19:19:00,2024-01-21 21:19:00,,
20609,France,partnership,Android,2025-01-28 15:23:00,2025-01-28 18:22:00,2025-01-29 05:03:00,2025-02-04 07:18:00
20610,France,referral,Web,2024-08-13 11:43:00,2024-08-13 12:06:00,2024-08-13 20:35:00,2024-08-17 07:58:00
20611,UK,partnership,iOS,2024-01-08 16:28:00,2024-01-08 18:29:00,2024-01-09 03:02:00,
20612,France,organic,Android,2024-12-13 09:21:00,2024-12-13 11:54:00,2024-12-13 14:51:00,2024-12-18 07:46:00
20613,Spain,referral,iOS,2025-02-12 04:23:00,2025-02-12 07:32:00,2025-02-12 14:09:00,2025-02-13 12:16:00
20614,Germany,partnership,Web,2024-11-03 11:10:00,2024-11-03 14:06:00,2024-11-03 23:20:00,
20615,Germany,organic,iOS,2024-10-27 16:01:00,2024-10-27 16:30:00,2024-10-28 00:23:00,2024-11-02 15:13:00
20616,France,organic,iOS,2024-05-16 17:51:00,2024-05-16 20:08:00,2024-05-16 23:34:00,2024-05-21 23:47:00
20617,UK,paid_search,iOS,2025-06-13 11:07:00,2025-06-13 13:14:00,2025-06-13 20:34:00,2025-06-19 13:09:00
20618,Spain,organic,Android,2024-09-27 10:38:00,2024-09-27 13:51:00,,
20619,France,referral,iOS,2024-02-10 19:20:00,2024-02-10 20:07:00,2024-02-11 02:30:00,
20620,Germany,referral,Android,2024-03-29 19:25:00,2024-03-29 19:34:00,2024-03-29 21:20:00,2024-04-01 06:45:00
20621,Spain,paid_social,Android,2024-12-10 07:13:00,2024-12-10 10:20:00,2024-12-10 19:52:00,2024-12-13 17:32:00
20622,France,paid_search,Android,2024-12-16 10:05:00,,,
20623,Germany,organic,iOS,2025-04-30 11:20:00,2025-04-30 12:44:00,2025-04-30 17:36:00,2025-05-05 06:10:00
20624,UK,organic,Web,2024-06-26 00:17:00,2024-06-26 02:19:00,2024-06-26 05:07:00,2024-06-27 06:03:00
20625,Germany,referral,iOS,2024-06-30 02:44:00,2024-06-30 04:11:00,,
20626,UK,organic,Android,2025-07-07 02:16:00,2025-07-07 05:16:00,2025-07-07 07:15:00,2025-07-09 23:17:00
20627,Italy,paid_social,Android,2024-08-18 15:25:00,2024-08-18 15:31:00,2024-08-18 22:41:00,2024-08-19 09:57:00
20628,Spain,partnership,Android,2024-12-19 09:16:00,2024-12-19 11:22:00,2024-12-19 14:43:00,2024-12-23 07:36:00
20629,Spain,paid_social,Web,2025-06-17 07:39:00,,,
20630,Germany,organic,Web,2025-02-07 18:56:00,2025-02-07 20:12:00,,
20631,France,referral,iOS,2025-01-29 09:15:00,2025-01-29 11:25:00,2025-01-29 15:08:00,2025-02-02 19:03:00
20632,Germany,paid_social,Web,2025-03-27 14:44:00,2025-03-27 17:02:00,,
20633,Italy,referral,Web,2024-05-18 06:12:00,2024-05-18 07:25:00,2024-05-18 13:52:00,2024-05-19 08:34:00
20634,Germany,paid_search,iOS,2024-02-01 21:03:00,2024-02-01 23:08:00,2024-02-01 23:50:00,2024-02-06 10:26:00
20635,Spain,partnership,Web,2025-04-24 02:00:00,2025-04-24 03:06:00,2025-04-24 07:02:00,2025-04-25 02:53:00
20636,Germany,referral,iOS,2024-01-10 12:41:00,2024-01-10 15:25:00,2024-01-11 01:06:00,
20637,France,organic,Web,2024-10-29 21:18:00,2024-10-29 21:29:00,2024-10-30 03:29:00,
20638,UK,organic,Web,2025-01-13 06:39:00,2025-01-13 08:18:00,2025-01-13 17:26:00,
20639,Germany,partnership,Web,2025-02-19 01:57:00,2025-02-19 05:09:00,2025-02-19 15:09:00,2025-02-24 20:54:00
20640,Spain,organic,iOS,2025-05-26 13:57:00,2025-05-26 16:18:00,2025-05-26 22:13:00,2025-06-02 00:30:00
20641,Spain,paid_social,Android,2025-03-12 20:17:00,2025-03-12 21:41:00,,
20642,Spain,paid_social,Web,2024-10-27 06:13:00,2024-10-27 08:33:00,2024-10-27 18:06:00,
20643,France,referral,Android,2024-07-04 00:31:00,,,
20644,UK,paid_social,Web,2024-01-01 03:25:00,2024-01-01 04:00:00,,
20645,UK,paid_social,iOS,2024-08-07 19:03:00,2024-08-07 20:24:00,2024-08-08 01:16:00,
20646,Italy,partnership,Web,2025-01-07 07:07:00,2025-01-07 07:17:00,2025-01-07 11:01:00,2025-01-14 02:29:00
20647,Germany,paid_social,Android,2024-06-30 22:33:00,2024-07-01 00:16:00,2024-07-01 04:08:00,
20648,France,referral,iOS,2025-06-10 21:29:00,2025-06-11 01:20:00,2025-06-11 12:04:00,2025-06-14 22:35:00
20649,Italy,referral,iOS,2024-01-28 05:06:00,2024-01-28 09:02:00,2024-01-28 17:19:00,2024-01-30 02:43:00
20650,Italy,organic,Web,2024-06-14 02:10:00,2024-06-14 03:48:00,2024-06-14 13:24:00,2024-06-21 00:09:00
20651,France,partnership,Web,2024-04-18 22:06:00,2024-04-18 22:19:00,2024-04-19 07:25:00,
20652,Italy,organic,iOS,2025-02-22 21:18:00,2025-02-23 00:40:00,2025-02-23 04:51:00,2025-03-01 17:23:00
20653,UK,partnership,Android,2025-06-26 17:19:00,2025-06-26 19:02:00,2025-06-26 21:25:00,
20654,Italy,paid_search,Android,2024-12-16 04:43:00,2024-12-16 07:10:00,2024-12-16 17:39:00,2024-12-19 18:51:00
20655,France,partnership,iOS,2024-11-09 03:56:00,2024-11-09 05:42:00,2024-11-09 12:56:00,2024-11-16 07:36:00
20656,UK,paid_social,iOS,2025-04-22 06:07:00,,,
20657,Spain,partnership,iOS,2025-03-24 17:14:00,2025-03-24 21:11:00,2025-03-25 00:45:00,2025-03-26 19:50:00
20658,UK,organic,Web,2025-07-05 18:21:00,2025-07-05 21:00:00,,
20659,UK,paid_social,Web,2024-07-28 11:39:00,2024-07-28 12:58:00,2024-07-28 13:31:00,2024-08-03 16:55:00
20660,Germany,partnership,Web,2024-06-03 06:47:00,2024-06-03 09:08:00,2024-06-03 11:42:00,
20661,UK,referral,Web,2025-05-01 14:42:00,,,
20662,UK,paid_social,iOS,2025-01-18 14:28:00,2025-01-18 15:20:00,2025-01-18 20:07:00,2025-01-18 22:53:00
20663,Spain,paid_social,Web,2024-02-18 11:52:00,2024-02-18 14:41:00,2024-02-18 16:41:00,2024-02-23 02:43:00
20664,Spain,partnership,Web,2024-06-17 07:57:00,2024-06-17 09:18:00,2024-06-17 18:32:00,2024-06-20 01:20:00
20665,Spain,partnership,Web,2024-12-30 13:30:00,2024-12-30 14:34:00,,
20666,France,referral,Android,2024-08-10 00:59:00,2024-08-10 01:04:00,2024-08-10 09:04:00,2024-08-13 02:03:00
20667,France,organic,Web,2024-12-31 00:00:00,2024-12-31 01:40:00,,
20668,Italy,paid_social,iOS,2024-01-22 10:57:00,2024-01-22 14:47:00,2024-01-22 17:59:00,
20669,Italy,paid_search,Android,2025-01-14 04:12:00,2025-01-14 04:52:00,2025-01-14 13:15:00,2025-01-20 17:48:00
20670,Germany,paid_search,Web,2024-04-05 22:53:00,2024-04-06 02:18:00,2024-04-06 04:49:00,2024-04-12 04:21:00
20671,Spain,paid_search,Web,2024-04-08 11:42:00,,,
20672,France,organic,Web,2024-04-25 02:05:00,2024-04-25 05:10:00,2024-04-25 11:42:00,
20673,Spain,referral,Android,2024-08-20 01:28:00,2024-08-20 05:28:00,,
20674,France,paid_search,iOS,2025-04-08 17:42:00,2025-04-08 18:30:00,2025-04-09 02:08:00,2025-04-11 17:41:00
20675,Germany,paid_search,Web,2025-03-10 06:09:00,2025-03-10 06:30:00,2025-03-10 14:48:00,2025-03-17 12:25:00
20676,France,paid_search,Android,2024-12-07 08:14:00,2024-12-07 08:50:00,2024-12-07 13:19:00,2024-12-07 17:54:00
20677,Spain,paid_search,Web,2024-07-15 12:07:00,2024-07-15 12:59:00,,
20678,Germany,referral,Web,2024-02-18 03:48:00,2024-02-18 05:12:00,,
20679,Spain,referral,iOS,2024-06-28 16:51:00,2024-06-28 20:23:00,2024-06-29 01:53:00,2024-07-05 14:33:00
20680,Italy,partnership,Web,2025-03-08 09:30:00,2025-03-08 12:52:00,2025-03-08 17:08:00,2025-03-09 05:12:00
20681,Italy,partnership,Android,2024-06-27 22:17:00,,,
20682,Italy,referral,Web,2024-01-29 13:58:00,2024-01-29 14:11:00,2024-01-29 23:52:00,
20683,Spain,paid_search,Android,2024-07-27 04:43:00,2024-07-27 08:39:00,2024-07-27 17:38:00,
20684,Spain,organic,Web,2024-12-03 13:37:00,2024-12-03 14:24:00,,
20685,Italy,paid_search,Android,2025-05-21 21:28:00,2025-05-21 23:24:00,2025-05-22 10:09:00,
20686,Spain,organic,Android,2024-05-27 01:01:00,2024-05-27 03:48:00,,
20687,UK,organic,iOS,2024-04-29 10:00:00,2024-04-29 12:43:00,2024-04-29 21:49:00,
20688,Italy,partnership,iOS,2025-06-13 07:02:00,2025-06-13 08:40:00,2025-06-13 13:29:00,2025-06-15 06:58:00
20689,Germany,paid_search,Web,2024-04-28 01:19:00,2024-04-28 02:38:00,2024-04-28 10:24:00,2024-04-30 12:14:00
20690,Germany,paid_search,iOS,2024-03-26 14:24:00,2024-03-26 15:29:00,2024-03-27 00:08:00,
20691,UK,partnership,Android,2025-01-30 18:22:00,2025-01-30 20:53:00,2025-01-31 04:47:00,2025-02-01 02:57:00
20692,Italy,organic,iOS,2025-03-13 19:01:00,,,
20693,Italy,partnership,iOS,2024-07-21 12:22:00,2024-07-21 13:00:00,2024-07-21 19:36:00,2024-07-22 04:57:00
20694,Italy,partnership,Android,2025-04-30 16:36:00,2025-04-30 16:59:00,2025-05-01 01:20:00,2025-05-04 07:29:00
20695,Italy,partnership,Web,2025-03-20 23:34:00,2025-03-21 01:31:00,2025-03-21 08:18:00,2025-03-24 18:31:00
20696,France,referral,iOS,2024-08-23 01:43:00,2024-08-23 05:19:00,2024-08-23 12:48:00,2024-08-26 16:14:00
20697,Italy,referral,Web,2024-08-27 17:20:00,2024-08-27 18:14:00,2024-08-27 23:01:00,
20698,Italy,organic,Android,2025-04-03 00:11:00,2025-04-03 02:46:00,,
20699,France,referral,Web,2025-05-29 16:19:00,2025-05-29 17:26:00,2025-05-30 00:31:00,2025-06-04 16:33:00
20700,Spain,referral,iOS,2025-01-13 10:31:00,,,
20701,France,paid_search,iOS,2024-06-18 11:06:00,2024-06-18 13:06:00,2024-06-18 16:29:00,
20702,Spain,organic,Android,2024-10-28 22:13:00,2024-10-29 01:40:00,2024-10-29 02:01:00,2024-11-01 07:25:00
20703,UK,paid_social,Android,2024-07-04 06:16:00,2024-07-04 07:39:00,2024-07-04 09:45:00,
20704,Spain,partnership,Web,2024-09-05 13:43:00,,,
20705,Germany,paid_social,Android,2024-05-07 21:20:00,,,
20706,Spain,organic,Web,2024-12-14 21:01:00,2024-12-14 21:41:00,2024-12-15 07:00:00,
20707,Spain,organic,Web,2024-12-02 18:15:00,2024-12-02 21:21:00,2024-12-03 06:59:00,2024-12-05 16:21:00
20708,France,paid_social,iOS,2025-02-24 10:45:00,,,
20709,UK,paid_social,Android,2024-07-23 05:23:00,2024-07-23 08:59:00,2024-07-23 15:47:00,2024-07-25 00:11:00
20710,France,paid_social,Web,2025-07-01 06:07:00,2025-07-01 07:53:00,2025-07-01 14:01:00,2025-07-05 01:09:00
20711,Italy,paid_social,iOS,2024-06-06 09:19:00,2024-06-06 12:40:00,2024-06-06 16:59:00,2024-06-07 00:17:00
20712,Italy,paid_search,iOS,2024-12-17 11:09:00,2024-12-17 13:13:00,2024-12-17 23:58:00,
20713,UK,partnership,Web,2024-04-14 08:15:00,,,
20714,UK,referral,Android,2024-05-29 09:54:00,2024-05-29 12:08:00,2024-05-29 17:36:00,
20715,Italy,organic,Android,2025-05-15 07:06:00,2025-05-15 07:18:00,2025-05-15 13:12:00,2025-05-19 02:56:00
20716,Germany,paid_social,iOS,2025-04-10 04:43:00,2025-04-10 05:54:00,2025-04-10 13:35:00,
20717,Germany,paid_search,Android,2024-07-17 12:58:00,2024-07-17 15:38:00,2024-07-17 17:32:00,2024-07-21 17:41:00
20718,France,paid_social,iOS,2025-02-04 00:51:00,,,
20719,Italy,paid_search,iOS,2024-07-25 06:27:00,2024-07-25 09:04:00,,
20720,Spain,organic,iOS,2025-01-28 15:16:00,2025-01-28 19:08:00,2025-01-28 21:06:00,2025-01-29 21:06:00
20721,Spain,paid_search,Web,2024-11-06 13:01:00,2024-11-06 15:33:00,2024-11-06 23:19:00,
20722,France,paid_search,Web,2024-08-15 12:17:00,2024-08-15 15:45:00,2024-08-16 02:36:00,2024-08-21 10:58:00
20723,Spain,paid_social,Web,2024-03-11 19:47:00,2024-03-11 23:04:00,2024-03-12 03:11:00,
20724,Italy,paid_social,Android,2024-04-14 15:43:00,2024-04-14 18:43:00,,
20725,France,referral,Android,2024-08-28 12:53:00,2024-08-28 14:55:00,2024-08-29 01:33:00,
20726,France,partnership,Web,2024-07-24 12:48:00,2024-07-24 13:15:00,2024-07-24 16:57:00,2024-07-25 12:49:00
20727,Italy,referral,Android,2024-08-07 23:53:00,2024-08-08 00:55:00,2024-08-08 11:26:00,
20728,UK,paid_social,iOS,2024-10-06 11:40:00,2024-10-06 14:12:00,2024-10-06 21:47:00,2024-10-10 19:43:00
20729,Germany,paid_search,Web,2025-01-31 12:17:00,2025-01-31 15:27:00,,
20730,Spain,organic,Web,2025-02-22 02:40:00,2025-02-22 04:04:00,2025-02-22 11:49:00,2025-02-27 03:07:00
20731,Italy,organic,Web,2024-02-20 16:28:00,2024-02-20 19:46:00,,
20732,Spain,organic,iOS,2024-08-26 09:52:00,2024-08-26 10:28:00,,
20733,UK,paid_search,Web,2025-07-03 18:22:00,2025-07-03 20:39:00,2025-07-04 04:26:00,2025-07-07 19:23:00
20734,Italy,paid_social,Android,2024-08-06 06:15:00,2024-08-06 10:10:00,2024-08-06 14:40:00,2024-08-12 10:32:00
20735,Germany,paid_social,iOS,2024-10-21 07:51:00,2024-10-21 10:12:00,,
20736,Italy,paid_social,iOS,2024-01-01 14:44:00,2024-01-01 18:26:00,2024-01-02 04:49:00,2024-01-05 20:11:00
20737,Spain,referral,Android,2025-06-02 07:08:00,2025-06-02 08:03:00,2025-06-02 16:19:00,2025-06-09 00:29:00
20738,France,referral,iOS,2024-10-07 01:17:00,2024-10-07 05:01:00,2024-10-07 07:50:00,2024-10-07 12:37:00
20739,Spain,referral,iOS,2024-04-14 20:30:00,2024-04-14 23:15:00,2024-04-15 07:11:00,
20740,Italy,referral,Web,2025-05-21 08:49:00,2025-05-21 11:00:00,2025-05-21 20:48:00,2025-05-24 00:02:00
20741,Italy,organic,Web,2024-11-05 07:25:00,2024-11-05 10:33:00,2024-11-05 20:44:00,2024-11-12 02:22:00
20742,France,organic,iOS,2025-02-23 16:29:00,2025-02-23 19:30:00,2025-02-24 04:33:00,2025-03-02 04:47:00
20743,France,referral,Web,2025-06-30 13:22:00,2025-06-30 17:10:00,2025-06-30 23:51:00,2025-07-01 21:40:00
20744,Italy,partnership,Android,2025-05-13 03:03:00,2025-05-13 06:55:00,2025-05-13 09:36:00,2025-05-18 18:13:00
20745,France,referral,Android,2025-02-21 22:46:00,,,
20746,France,paid_search,iOS,2024-08-02 12:49:00,2024-08-02 15:22:00,2024-08-03 02:35:00,2024-08-08 12:17:00
20747,Germany,partnership,iOS,2025-02-24 23:44:00,2025-02-25 00:59:00,2025-02-25 01:36:00,2025-02-26 00:37:00
20748,Italy,organic,Android,2024-04-02 08:21:00,2024-04-02 10:59:00,2024-04-02 15:55:00,
20749,Germany,partnership,Web,2025-03-15 16:32:00,2025-03-15 18:27:00,2025-03-15 21:36:00,2025-03-18 14:35:00
20750,Germany,partnership,iOS,2024-12-19 02:33:00,2024-12-19 02:55:00,,
20751,Germany,referral,Android,2025-03-09 15:53:00,2025-03-09 16:54:00,2025-03-09 19:55:00,2025-03-13 18:38:00
20752,France,organic,iOS,2024-02-09 13:24:00,2024-02-09 15:07:00,2024-02-10 02:00:00,2024-02-14 13:00:00
20753,France,paid_search,Web,2024-12-11 14:03:00,2024-12-11 14:07:00,2024-12-11 23:53:00,
20754,UK,organic,Web,2025-01-21 02:51:00,2025-01-21 06:28:00,2025-01-21 11:17:00,2025-01-24 12:42:00
20755,France,partnership,Android,2024-03-12 13:30:00,2024-03-12 16:23:00,2024-03-12 22:25:00,2024-03-15 00:02:00
20756,Italy,organic,Web,2024-08-16 02:47:00,2024-08-16 03:05:00,2024-08-16 07:29:00,2024-08-21 09:45:00
20757,Germany,paid_social,Android,2024-09-12 23:11:00,2024-09-12 23:18:00,2024-09-13 00:26:00,
20758,Germany,partnership,Web,2025-04-23 03:00:00,2025-04-23 03:31:00,2025-04-23 05:54:00,2025-04-29 16:58:00
20759,UK,paid_search,Android,2024-05-14 13:03:00,2024-05-14 15:53:00,,
20760,Spain,paid_social,Android,2025-04-10 03:29:00,2025-04-10 06:20:00,2025-04-10 12:01:00,2025-04-11 08:43:00
20761,UK,referral,Android,2024-07-20 21:56:00,2024-07-20 22:12:00,2024-07-21 02:53:00,2024-07-21 22:20:00
20762,Germany,partnership,Android,2024-12-24 01:27:00,2024-12-24 03:33:00,2024-12-24 12:56:00,
20763,Italy,organic,Android,2024-06-08 00:34:00,2024-06-08 01:01:00,2024-06-08 05:09:00,
20764,UK,referral,iOS,2024-11-20 16:21:00,2024-11-20 16:22:00,,
20765,Spain,paid_social,iOS,2025-04-28 22:49:00,2025-04-29 02:41:00,2025-04-29 02:54:00,2025-05-04 17:23:00
20766,Spain,referral,Web,2024-12-14 04:05:00,2024-12-14 07:27:00,2024-12-14 11:28:00,2024-12-19 23:36:00
20767,Italy,partnership,Android,2024-03-29 06:11:00,2024-03-29 07:29:00,2024-03-29 11:04:00,2024-04-02 08:25:00
20768,Spain,paid_social,Web,2024-02-28 14:05:00,2024-02-28 16:27:00,2024-02-28 23:10:00,
20769,Spain,organic,Web,2024-08-05 15:08:00,2024-08-05 17:13:00,2024-08-06 00:51:00,
